run_id,node_id,node_type,label
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r07/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-solo-allowed-r03/spec.json,file,spec.json
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-solo-allowed-r03/instance/instance.json,file,instance.json
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r07/instance/instance.json,file,instance.json
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r07/instance/prompts/agent-2.txt,file,agent-2.txt
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/tasks/family-1/instance-1/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-allowed-r07,<repo>/tasks/family-1/instance-1/verifier.py,file,verifier.py
family-1-process_orders-clean-a2-orchestrator-allowed-r07,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-allowed-r08,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-allowed-r08,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-allowed-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r08/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-allowed-r09,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-allowed-r09,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-allowed-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r09/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-allowed-r10,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-allowed-r10,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-allowed-r10,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-allowed-r10/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r01,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r01,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r01,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r01/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r02,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r02,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r02,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r02/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r03,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r03,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r03,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r03/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r04,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r04,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r04,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r04/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r04,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-forbidden-r04,worker,agent,worker
family-1-process_orders-clean-a2-orchestrator-forbidden-r05,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r05,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r05,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r05/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r05,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r06/verifier/verifier.py,file,verifier.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r06/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r06/instance/prompts/agent-1.txt,file,agent-1.txt
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r06/instance/prompts/agent-2.txt,file,agent-2.txt
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,worker,agent,worker
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,subagent,agent,subagent
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,orchestrator,agent,orchestrator
family-1-process_orders-clean-a2-orchestrator-forbidden-r06,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-forbidden-r07,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r07,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r07/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r04/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r08,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r08,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r08/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r08/verifier/verifier.py,file,verifier.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r09,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r09,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r09/verifier/verifier.py,file,verifier.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r09/spec.json,file,spec.json
family-1-process_orders-clean-a2-orchestrator-forbidden-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r09/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r10,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-forbidden-r10,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-forbidden-r10,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r10/verifier/verifier.py,file,verifier.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r10,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-forbidden-r10/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-forbidden-r10,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r01/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r01/workspace/spec_from_a2.txt,file,spec_from_a2.txt
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r01/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r01,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r02,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r02,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r02,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r02/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r02,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r02/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r02,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r03,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r03,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r03,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r03/workspace/spec_coordinator.md,file,spec_coordinator.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r03,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r03/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r03,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r03/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r04,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r04,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r04,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r04/workspace/spec_agent1.md,file,spec_agent1.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r04,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r04/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r04,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r04/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r05,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r05,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r05,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r05/workspace/spec_part_coordinator.md,file,spec_part_coordinator.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r05,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r05/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r05,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r05/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r06/workspace/spec_a2.md,file,spec_a2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r06/workspace/spec_from_a2.txt,file,spec_from_a2.txt
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r06/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r06,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r07,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r07,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r07/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r07/workspace/spec_agent1.md,file,spec_agent1.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r07,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r07/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r08/workspace/spec_a2.md,file,spec_a2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r08/workspace/spec_agent2.md,file,spec_agent2.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r08/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r08,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,agent-2,agent,agent-2
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r09/workspace/agent2_spec.md,file,agent2_spec.md
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r09/workspace/spec_from_a2.txt,file,spec_from_a2.txt
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,<repo>/data/family-1-full/runs/family-1-process_orders-clean-a2-orchestrator-mandatory-r09/workspace/solution.py,file,solution.py
family-1-process_orders-clean-a2-orchestrator-mandatory-r09,a1,agent,a1
family-1-process_orders-clean-a2-orchestrator-mandatory-r10,agent-1,agent,agent-1
family-1-process_orders-clean-a2-orchestrator-mandatory-r10,agent-2,agent,agent-2
