run_id,source,target,source_type,target_type,edge_type,subtype,timestamp,token_cost,byte_size,turn_uuid,tool
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:32:56.885108+00:00,65.0,260,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:32:58.978611+00:00,65.0,260,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:32:59.413118+00:00,65.0,260,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:33:04.781828+00:00,90.0,362,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:33:05.661941+00:00,90.0,362,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:06.728658+00:00,90.0,362,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:33:06.950682+00:00,93.0,373,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:08.155443+00:00,93.0,373,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:33:08.786989+00:00,93.0,373,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:33:16.467031+00:00,129.0,515,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:33:18.630218+00:00,127.0,509,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:33:18.761259+00:00,106.0,424,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:33:20.707930+00:00,96.0,385,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:33:21.000790+00:00,91.0,365,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:21.576028+00:00,89.0,356,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:22.144037+00:00,54.0,215,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:33:23.845316+00:00,76.0,304,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:33:29.385931+00:00,112.0,452,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:30.595088+00:00,69.0,275,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:32.438782+00:00,86.0,346,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:33:36.526893+00:00,100.0,401,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:33:40.405250+00:00,138.0,559,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:46.177629+00:00,73.0,292,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-3,agent,agent,agent_to_agent,message,2026-05-23T06:33:59.889980+00:00,57.0,228,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:34:01.948956+00:00,69.0,275,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-0,agent,agent,agent_to_agent,message,2026-05-23T06:34:02.136738+00:00,28.0,111,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:34:02.939485+00:00,56.0,226,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:34:15.001522+00:00,94.0,378,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:34:35.971068+00:00,406.0,1626,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:35:05.584426+00:00,118.0,473,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:35:11.777937+00:00,77.0,308,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:35:17.391123+00:00,114.0,455,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-2,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:35:18.828125+00:00,64.0,254,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-1,agent,agent,agent_to_agent,message,2026-05-23T06:35:42.368971+00:00,140.0,558,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-4,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:35:44.481210+00:00,155.0,619,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:35:53.903240+00:00,84.0,335,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:35:55.179884+00:00,82.0,329,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-2,agent,agent,agent_to_agent,message,2026-05-23T06:36:39.543525+00:00,84.0,336,,send_message
family-1-process_orders-clean-a4-peer-forbidden-r03,agent-1,agent-4,agent,agent,agent_to_agent,message,2026-05-23T06:36:40.905014+00:00,65.0,260,,send_message
